Rep,Bloc,Trt,Strain,Time,Mass,Number,Mean,Survival,Biomass
GreB4,B4,B,Gre,9,3453,9,383.6666666666667,9,3453
GreB5,B5,B,Gre,0,2387,10,238.7,10,2387
GreB5,B5,B,Gre,1,3007,10,300.7,10,3007
GreB5,B5,B,Gre,10,3800,7,542.8571428571429,7,3800
GreB5,B5,B,Gre,11,4020,7,574.2857142857143,7,4020.0000000000005
GreB5,B5,B,Gre,12,4209,7,601.2857142857143,7,4209
GreB5,B5,B,Gre,13,4280,7,611.4285714285714,7,4280
GreB5,B5,B,Gre,14,4284,7,612,7,4284
GreB5,B5,B,Gre,2,2977,9,330.77777777777777,9,2977
GreB5,B5,B,Gre,3,3134,9,348.22222222222223,9,3134
GreB5,B5,B,Gre,4,3414,9,379.3333333333333,9,3414
GreB5,B5,B,Gre,5,3367,9,374.1111111111111,9,3367
GreB5,B5,B,Gre,6,3224,8,403,8,3224
GreB5,B5,B,Gre,7,3485,8,435.625,8,3485
GreB5,B5,B,Gre,8,3570,8,446.25,8,3570
GreB5,B5,B,Gre,9,3591,7,513,7,3591
GreB6,B6,B,Gre,0,2839,10,283.9,10,2839
GreB6,B6,B,Gre,1,2914,9,323.77777777777777,9,2914
GreB6,B6,B,Gre,10,4469,9,496.55555555555554,9,4469
GreB6,B6,B,Gre,11,4713,9,523.6666666666666,9,4713
GreB6,B6,B,Gre,12,5100,9,566.6666666666666,9,5100
GreB6,B6,B,Gre,13,5213,9,579.2222222222222,9,5213
GreB6,B6,B,Gre,14,5298,8,662.25,8,5298
GreB6,B6,B,Gre,2,3095,9,343.8888888888889,9,3095
GreB6,B6,B,Gre,3,3269,9,363.22222222222223,9,3269
GreB6,B6,B,Gre,4,3477,9,386.3333333333333,9,3477
GreB6,B6,B,Gre,5,3477,9,386.3333333333333,9,3477
GreB6,B6,B,Gre,6,3682,9,409.1111111111111,9,3682
GreB6,B6,B,Gre,7,3807,9,423,9,3807
GreB6,B6,B,Gre,8,4168,9,463.1111111111111,9,4168
GreB6,B6,B,Gre,9,4102,9,455.77777777777777,9,4102
GreB7,B7,B,Gre,0,2273,10,227.3,10,2273
GreB7,B7,B,Gre,1,2781,10,278.1,10,2781
GreB7,B7,B,Gre,10,4087,8,510.875,8,4087
GreB7,B7,B,Gre,11,4398,8,549.75,8,4398
GreB7,B7,B,Gre,12,4313,7,616.1428571428571,7,4313
GreB7,B7,B,Gre,13,4722,7,674.5714285714286,7,4722
GreB7,B7,B,Gre,14,4996,7,713.7142857142857,7,4996
GreB7,B7,B,Gre,2,2744,9,304.8888888888889,9,2744
GreB7,B7,B,Gre,3,3013,9,334.77777777777777,9,3013
GreB7,B7,B,Gre,4,3412,9,379.1111111111111,9,3412
GreB7,B7,B,Gre,5,3516,9,390.6666666666667,9,3516
GreB7,B7,B,Gre,6,3712,9,412.44444444444446,9,3712
GreB7,B7,B,Gre,7,3961,9,440.1111111111111,9,3961
GreB7,B7,B,Gre,8,4127,9,458.55555555555554,9,4127
GreB7,B7,B,Gre,9,3731,8,466.375,8,3731
GreB8,B8,B,Gre,0,2407,10,240.7,10,2407
GreB8,B8,B,Gre,1,2178,8,272.25,8,2178
GreB8,B8,B,Gre,10,2878,6,479.6666666666667,6,2878
GreB8,B8,B,Gre,11,2877,6,479.5,6,2877
GreB8,B8,B,Gre,12,3162,6,527,6,3162
GreB8,B8,B,Gre,13,3200,6,533.3333333333334,6,3200
GreB8,B8,B,Gre,14,3369,6,561.5,6,3369
GreB8,B8,B,Gre,2,2429,8,303.625,8,2429
GreB8,B8,B,Gre,3,2530,8,316.25,8,2530
GreB8,B8,B,Gre,4,2691,8,336.375,8,2691
GreB8,B8,B,Gre,5,2755,8,344.375,8,2755
GreB8,B8,B,Gre,6,2884,8,360.5,8,2884
GreB8,B8,B,Gre,7,2885,8,360.625,8,2885
GreB8,B8,B,Gre,8,2746,7,392.2857142857143,7,2746
GreB8,B8,B,Gre,9,3674,7,524.8571428571429,7,3674
GreB9,B9,B,Gre,0,2008,10,200.8,10,2008
GreB9,B9,B,Gre,1,2689,10,268.9,10,2689
GreB9,B9,B,Gre,10,3365,7,480.7142857142857,7,3365
GreB9,B9,B,Gre,11,3770,7,538.5714285714286,7,3770
GreB9,B9,B,Gre,12,3698,7,528.2857142857143,7,3698.0000000000005
GreB9,B9,B,Gre,13,3984,7,569.1428571428571,7,3984
GreB9,B9,B,Gre,14,4269,7,609.8571428571429,7,4269
GreB9,B9,B,Gre,2,2522,9,280.22222222222223,9,2522
GreB9,B9,B,Gre,3,2601,9,289,9,2601
GreB9,B9,B,Gre,4,2795,9,310.55555555555554,9,2795
GreB9,B9,B,Gre,5,2976,9,330.6666666666667,9,2976
GreB9,B9,B,Gre,6,3057,9,339.6666666666667,9,3057
GreB9,B9,B,Gre,7,3047,9,338.55555555555554,9,3047
GreB9,B9,B,Gre,8,3295,9,366.1111111111111,9,3295
GreB9,B9,B,Gre,9,3539,9,393.22222222222223,9,3539
GreC1,B1,C,Gre,0,1839,10,183.9,10,1839
GreC1,B1,C,Gre,1,2124,10,212.4,10,2124
GreC1,B1,C,Gre,10,3970,9,441.1111111111111,9,3970
GreC1,B1,C,Gre,11,4413,9,490.3333333333333,9,4413
GreC1,B1,C,Gre,12,4599,9,511,9,4599
GreC1,B1,C,Gre,13,4731,9,525.6666666666666,9,4731
GreC1,B1,C,Gre,14,4904,9,544.8888888888889,9,4904
GreC1,B1,C,Gre,2,2636,10,263.6,10,2636
GreC1,B1,C,Gre,3,2476,10,247.6,10,2476
GreC1,B1,C,Gre,4,3005,10,300.5,10,3005
GreC1,B1,C,Gre,5,3036,10,303.6,10,3036
GreC1,B1,C,Gre,6,3137,10,313.7,10,3137
GreC1,B1,C,Gre,7,3304,10,330.4,10,3304
GreC1,B1,C,Gre,8,3802,10,380.2,10,3802
GreC1,B1,C,Gre,9,3872,10,387.2,10,3872
GreC10,B10,C,Gre,0,2533,10,253.3,10,2533
GreC10,B10,C,Gre,1,2847,10,284.7,10,2847
GreC10,B10,C,Gre,10,5742,10,574.2,10,5742
GreC10,B10,C,Gre,11,5861,10,586.1,10,5861
GreC10,B10,C,Gre,12,6419,10,641.9,10,6419
GreC10,B10,C,Gre,13,6538,10,653.8,10,6538
GreC10,B10,C,Gre,14,6829,10,682.9,10,6829
GreC10,B10,C,Gre,2,3566,10,356.6,10,3566
GreC10,B10,C,Gre,3,3683,10,368.3,10,3683
GreC10,B10,C,Gre,4,3858,10,385.8,10,3858
GreC10,B10,C,Gre,5,4155,10,415.5,10,4155
GreC10,B10,C,Gre,6,3964,10,396.4,10,3964
GreC10,B10,C,Gre,7,4062,10,406.2,10,4062
GreC10,B10,C,Gre,8,4661,10,466.1,10,4661
GreC10,B10,C,Gre,9,5296,10,529.6,10,5296
GreC2,B2,C,Gre,0,1972,10,197.2,10,1972
GreC2,B2,C,Gre,1,2132,10,213.2,10,2132
GreC2,B2,C,Gre,10,4191,9,465.6666666666667,9,4191
GreC2,B2,C,Gre,11,4655,9,517.2222222222222,9,4655
GreC2,B2,C,Gre,12,5111,9,567.8888888888889,9,5111
GreC2,B2,C,Gre,13,5243,9,582.5555555555555,9,5243
GreC2,B2,C,Gre,14,5164,9,573.7777777777778,9,5164
GreC2,B2,C,Gre,2,2490,10,249,10,2490
GreC2,B2,C,Gre,3,2946,10,294.6,10,2946
GreC2,B2,C,Gre,4,3161,10,316.1,10,3161
GreC2,B2,C,Gre,5,3299,10,329.9,10,3299
GreC2,B2,C,Gre,6,3237,10,323.7,10,3237
GreC2,B2,C,Gre,7,3290,10,329,10,3290
GreC2,B2,C,Gre,8,3495,10,349.5,10,3495
GreC2,B2,C,Gre,9,3879,10,387.9,10,3879
GreC3,B3,C,Gre,0,2667,10,266.7,10,2667
GreC3,B3,C,Gre,1,2501,10,250.1,10,2501
GreC3,B3,C,Gre,10,5575,9,619.4444444444445,9,5575
GreC3,B3,C,Gre,11,6002,9,666.8888888888889,9,6002
GreC3,B3,C,Gre,12,6299,9,699.8888888888889,9,6299
GreC3,B3,C,Gre,13,6426,9,714,9,6426
GreC3,B3,C,Gre,14,6515,9,723.8888888888889,9,6515
GreC3,B3,C,Gre,2,3197,10,319.7,10,3197
GreC3,B3,C,Gre,3,3581,10,358.1,10,3581
GreC3,B3,C,Gre,4,4064,10,406.4,10,4064
GreC3,B3,C,Gre,5,4051,10,405.1,10,4051
GreC3,B3,C,Gre,6,3989,10,398.9,10,3989
GreC3,B3,C,Gre,7,3988,10,398.8,10,3988
GreC3,B3,C,Gre,8,4476,9,497.3333333333333,9,4476
GreC3,B3,C,Gre,9,4894,9,543.7777777777778,9,4894
GreC4,B4,C,Gre,0,2605,10,260.5,10,2605
GreC4,B4,C,Gre,1,2770,10,277,10,2770
GreC4,B4,C,Gre,10,5712,10,571.2,10,5712
GreC4,B4,C,Gre,11,6384,10,638.4,10,6384
GreC4,B4,C,Gre,12,6945,10,694.5,10,6945
GreC4,B4,C,Gre,13,7142,10,714.2,10,7142
GreC4,B4,C,Gre,14,7185,10,718.5,10,7185
GreC4,B4,C,Gre,2,3515,10,351.5,10,3515
GreC4,B4,C,Gre,3,3881,10,388.1,10,3881
GreC4,B4,C,Gre,4,4209,10,420.9,10,4209
GreC4,B4,C,Gre,5,4452,10,445.2,10,4452
GreC4,B4,C,Gre,6,4346,10,434.6,10,4346
GreC4,B4,C,Gre,7,4438,10,443.8,10,4438
GreC4,B4,C,Gre,8,4548,10,454.8,10,4548
GreC4,B4,C,Gre,9,4955,10,495.5,10,4955
GreC5,B5,C,Gre,0,2447,10,244.7,10,2447
GreC5,B5,C,Gre,1,2883,10,288.3,10,2883
GreC5,B5,C,Gre,10,5857,10,585.7,10,5857
GreC5,B5,C,Gre,11,6069,10,606.9,10,6069
GreC5,B5,C,Gre,12,6152,10,615.2,10,6152
GreC5,B5,C,Gre,13,5941,10,594.1,10,5941
GreC5,B5,C,Gre,14,6458,10,645.8,10,6458
GreC5,B5,C,Gre,2,3319,10,331.9,10,3319
GreC5,B5,C,Gre,3,3573,10,357.3,10,3573
GreC5,B5,C,Gre,4,3750,10,375,10,3750
GreC5,B5,C,Gre,5,3725,10,372.5,10,3725
GreC5,B5,C,Gre,6,3827,10,382.7,10,3827
GreC5,B5,C,Gre,7,4263,10,426.3,10,4263
GreC5,B5,C,Gre,8,4708,10,470.8,10,4708
GreC5,B5,C,Gre,9,5476,10,547.6,10,5476
GreC6,B6,C,Gre,0,1960,10,196,10,1960
GreC6,B6,C,Gre,1,2548,10,254.8,10,2548
GreC6,B6,C,Gre,10,4802,10,480.2,10,4802
GreC6,B6,C,Gre,11,4766,10,476.6,10,4766
GreC6,B6,C,Gre,12,5021,10,502.1,10,5021
GreC6,B6,C,Gre,13,5044,10,504.4,10,5044
GreC6,B6,C,Gre,14,5130,10,513,10,5130
GreC6,B6,C,Gre,2,2920,10,292,10,2920
GreC6,B6,C,Gre,3,3089,10,308.9,10,3089
GreC6,B6,C,Gre,4,3245,10,324.5,10,3245
GreC6,B6,C,Gre,5,3228,10,322.8,10,3228
GreC6,B6,C,Gre,6,3233,10,323.3,10,3233
GreC6,B6,C,Gre,7,3485,10,348.5,10,3485
GreC6,B6,C,Gre,8,4150,10,415,10,4150
GreC6,B6,C,Gre,9,4301,10,430.1,10,4301
GreC7,B7,C,Gre,0,2097,10,209.7,10,2097
GreC7,B7,C,Gre,1,2795,10,279.5,10,2795
GreC7,B7,C,Gre,10,5323,10,532.3,10,5323
GreC7,B7,C,Gre,11,5457,10,545.7,10,5457
GreC7,B7,C,Gre,12,6003,10,600.3,10,6003
GreC7,B7,C,Gre,13,5695,9,632.7777777777778,9,5695
GreC7,B7,C,Gre,14,5937,9,659.6666666666666,9,5937
GreC7,B7,C,Gre,2,3208,10,320.8,10,3208
GreC7,B7,C,Gre,3,3498,10,349.8,10,3498
GreC7,B7,C,Gre,4,3502,10,350.2,10,3502
GreC7,B7,C,Gre,5,3525,10,352.5,10,3525
GreC7,B7,C,Gre,6,3891,10,389.1,10,3891
GreC7,B7,C,Gre,7,4530,10,453,10,4530
GreC7,B7,C,Gre,8,4542,10,454.2,10,4542
GreC7,B7,C,Gre,9,4929,10,492.9,10,4929
GreC8,B8,C,Gre,0,2267,10,226.7,10,2267
GreC8,B8,C,Gre,1,2598,10,259.8,10,2598
GreC8,B8,C,Gre,10,5680,10,568,10,5680
GreC8,B8,C,Gre,11,5569,10,556.9,10,5569
GreC8,B8,C,Gre,12,5794,10,579.4,10,5794
GreC8,B8,C,Gre,13,6298,10,629.8,10,6298
GreC8,B8,C,Gre,14,6513,10,651.3,10,6513
GreC8,B8,C,Gre,2,3237,10,323.7,10,3237
GreC8,B8,C,Gre,3,3461,10,346.1,10,3461
GreC8,B8,C,Gre,4,3588,10,358.8,10,3588
GreC8,B8,C,Gre,5,3549,10,354.9,10,3549
GreC8,B8,C,Gre,6,4231,10,423.1,10,4231
GreC8,B8,C,Gre,7,4300,10,430,10,4300
GreC8,B8,C,Gre,8,4654,10,465.4,10,4654
GreC8,B8,C,Gre,9,5163,10,516.3,10,5163
GreC9,B9,C,Gre,0,2345,10,234.5,10,2345
GreC9,B9,C,Gre,1,3127,10,312.7,10,3127
GreC9,B9,C,Gre,10,6308,10,630.8,10,6308
GreC9,B9,C,Gre,11,6592,10,659.2,10,6592
GreC9,B9,C,Gre,12,7221,10,722.1,10,7221
GreC9,B9,C,Gre,13,7168,10,716.8,10,7168
GreC9,B9,C,Gre,14,7733,10,773.3,10,7733
GreC9,B9,C,Gre,2,3508,10,350.8,10,3508
GreC9,B9,C,Gre,3,3633,10,363.3,10,3633
GreC9,B9,C,Gre,4,3847,10,384.7,10,3847
GreC9,B9,C,Gre,5,4200,10,420,10,4200
GreC9,B9,C,Gre,6,4317,10,431.7,10,4317
GreC9,B9,C,Gre,7,4605,10,460.5,10,4605
GreC9,B9,C,Gre,8,5108,10,510.8,10,5108
GreC9,B9,C,Gre,9,5436,10,543.6,10,5436
Inv1B1,B1,B,Inv1,0,2378,10,237.8,10,2378
Inv1B1,B1,B,Inv1,1,2889,10,288.9,10,2889
Inv1B1,B1,B,Inv1,10,4061,8,507.625,8,4061
Inv1B1,B1,B,Inv1,11,4457,8,557.125,8,4457
Inv1B1,B1,B,Inv1,12,4785,8,598.125,8,4785
Inv1B1,B1,B,Inv1,13,4883,8,610.375,8,4883
Inv1B1,B1,B,Inv1,14,4449,7,635.5714285714286,7,4449
Inv1B1,B1,B,Inv1,2,3202,10,320.2,10,3202
Inv1B1,B1,B,Inv1,3,3580,10,358,10,3580
Inv1B1,B1,B,Inv1,4,3765,10,376.5,10,3765
Inv1B1,B1,B,Inv1,5,3893,10,389.3,10,3893
Inv1B1,B1,B,Inv1,6,3820,10,382,10,3820
Inv1B1,B1,B,Inv1,7,3928,10,392.8,10,3928
Inv1B1,B1,B,Inv1,8,3354,8,419.25,8,3354
Inv1B1,B1,B,Inv1,9,3508,8,438.5,8,3508
Inv1B10,B10,B,Inv1,0,2224,10,222.4,10,2224
Inv1B10,B10,B,Inv1,1,2765,9,307.22222222222223,9,2765
Inv1B10,B10,B,Inv1,10,3925,7,560.7142857142857,7,3924.9999999999995
Inv1B10,B10,B,Inv1,11,3999,7,571.2857142857143,7,3999.0000000000005
Inv1B10,B10,B,Inv1,12,4121,7,588.7142857142857,7,4121
Inv1B10,B10,B,Inv1,13,4277,7,611,7,4277
Inv1B10,B10,B,Inv1,14,3925,7,560.7142857142857,7,3924.9999999999995
Inv1B10,B10,B,Inv1,2,2965,9,329.44444444444446,9,2965
Inv1B10,B10,B,Inv1,3,3088,9,343.1111111111111,9,3088
Inv1B10,B10,B,Inv1,4,3354,9,372.6666666666667,9,3354
Inv1B10,B10,B,Inv1,5,3412,9,379.1111111111111,9,3412
Inv1B10,B10,B,Inv1,6,3411,9,379,9,3411
Inv1B10,B10,B,Inv1,7,3429,9,381,9,3429
Inv1B10,B10,B,Inv1,8,3258,8,407.25,8,3258
Inv1B10,B10,B,Inv1,9,3698,8,462.25,8,3698
Inv1B2,B2,B,Inv1,0,2811,10,281.1,10,2811
Inv1B2,B2,B,Inv1,1,3028,10,302.8,10,3028
Inv1B2,B2,B,Inv1,10,4300,8,537.5,8,4300
Inv1B2,B2,B,Inv1,11,4532,8,566.5,8,4532
Inv1B2,B2,B,Inv1,12,3685,6,614.1666666666666,6,3685
Inv1B2,B2,B,Inv1,13,3621,5,724.2,5,3621
Inv1B2,B2,B,Inv1,14,3538,5,707.6,5,3538
Inv1B2,B2,B,Inv1,2,3428,10,342.8,10,3428
Inv1B2,B2,B,Inv1,3,3683,10,368.3,10,3683
Inv1B2,B2,B,Inv1,4,3440,9,382.22222222222223,9,3440
Inv1B2,B2,B,Inv1,5,3742,9,415.77777777777777,9,3742
Inv1B2,B2,B,Inv1,6,3810,9,423.3333333333333,9,3810
Inv1B2,B2,B,Inv1,7,3624,8,453,8,3624
Inv1B2,B2,B,Inv1,8,3787,8,473.375,8,3787
Inv1B2,B2,B,Inv1,9,3868,8,483.5,8,3868
Inv1B3,B3,B,Inv1,0,2357,10,235.7,10,2357
Inv1B3,B3,B,Inv1,1,2557,9,284.1111111111111,9,2557
Inv1B3,B3,B,Inv1,10,1636,4,409,4,1636
Inv1B3,B3,B,Inv1,11,1868,4,467,4,1868
Inv1B3,B3,B,Inv1,12,1972,4,493,4,1972
Inv1B3,B3,B,Inv1,13,1982,4,495.5,4,1982
Inv1B3,B3,B,Inv1,14,2092,4,523,4,2092
Inv1B3,B3,B,Inv1,2,2672,8,334,8,2672
Inv1B3,B3,B,Inv1,3,2820,8,352.5,8,2820
Inv1B3,B3,B,Inv1,4,2998,8,374.75,8,2998
Inv1B3,B3,B,Inv1,5,2916,8,364.5,8,2916
Inv1B3,B3,B,Inv1,6,3113,8,389.125,8,3113
Inv1B3,B3,B,Inv1,7,3051,8,381.375,8,3051
Inv1B3,B3,B,Inv1,8,2832,7,404.57142857142856,7,2832
Inv1B3,B3,B,Inv1,9,2395,6,399.1666666666667,6,2395
Inv1B4,B4,B,Inv1,0,2094,10,209.4,10,2094
Inv1B4,B4,B,Inv1,1,2446,10,244.6,10,2446
Inv1B4,B4,B,Inv1,10,4787,10,478.7,10,4787
Inv1B4,B4,B,Inv1,11,5554,10,555.4,10,5554
Inv1B4,B4,B,Inv1,12,5209,9,578.7777777777778,9,5209
Inv1B4,B4,B,Inv1,13,5527,9,614.1111111111111,9,5527
Inv1B4,B4,B,Inv1,14,5278,8,659.75,8,5278
Inv1B4,B4,B,Inv1,2,2866,10,286.6,10,2866
Inv1B4,B4,B,Inv1,3,2998,10,299.8,10,2998
Inv1B4,B4,B,Inv1,4,3478,10,347.8,10,3478
Inv1B4,B4,B,Inv1,5,3607,10,360.7,10,3607
Inv1B4,B4,B,Inv1,6,3579,10,357.9,10,3579
Inv1B4,B4,B,Inv1,7,3898,10,389.8,10,3898
Inv1B4,B4,B,Inv1,8,4299,10,429.9,10,4299
Inv1B4,B4,B,Inv1,9,4482,10,448.2,10,4482
Inv1B5,B5,B,Inv1,0,2380,10,238,10,2380
Inv1B5,B5,B,Inv1,1,3065,10,306.5,10,3065
Inv1B5,B5,B,Inv1,10,4489,9,498.77777777777777,9,4489
Inv1B5,B5,B,Inv1,11,4753,9,528.1111111111111,9,4753
Inv1B5,B5,B,Inv1,12,4999,9,555.4444444444445,9,4999
Inv1B5,B5,B,Inv1,13,5122,9,569.1111111111111,9,5122
Inv1B5,B5,B,Inv1,14,4916,8,614.5,8,4916
Inv1B5,B5,B,Inv1,2,3302,10,330.2,10,3302
Inv1B5,B5,B,Inv1,3,3263,9,362.55555555555554,9,3263
Inv1B5,B5,B,Inv1,4,3327,9,369.6666666666667,9,3327
Inv1B5,B5,B,Inv1,5,3436,9,381.77777777777777,9,3436
Inv1B5,B5,B,Inv1,6,3482,9,386.8888888888889,9,3482
Inv1B5,B5,B,Inv1,7,3582,9,398,9,3582
Inv1B5,B5,B,Inv1,8,3715,9,412.77777777777777,9,3715
Inv1B5,B5,B,Inv1,9,4170,9,463.3333333333333,9,4170
Inv1B6,B6,B,Inv1,0,2066,10,206.6,10,2066
Inv1B6,B6,B,Inv1,1,2639,9,293.22222222222223,9,2639
Inv1B6,B6,B,Inv1,10,4117,9,457.44444444444446,9,4117
Inv1B6,B6,B,Inv1,11,3884,8,485.5,8,3884
Inv1B6,B6,B,Inv1,12,3959,6,659.8333333333334,6,3959
Inv1B6,B6,B,Inv1,13,3991,6,665.1666666666666,6,3991
Inv1B6,B6,B,Inv1,14,3987,6,664.5,6,3987
Inv1B6,B6,B,Inv1,2,2696,9,299.55555555555554,9,2696
Inv1B6,B6,B,Inv1,3,2995,9,332.77777777777777,9,2995
Inv1B6,B6,B,Inv1,4,3258,9,362,9,3258
Inv1B6,B6,B,Inv1,5,3186,9,354,9,3186
Inv1B6,B6,B,Inv1,6,3153,9,350.3333333333333,9,3153
Inv1B6,B6,B,Inv1,7,3254,9,361.55555555555554,9,3254
Inv1B6,B6,B,Inv1,8,3389,9,376.55555555555554,9,3389
Inv1B6,B6,B,Inv1,9,4030,9,447.77777777777777,9,4030
Inv1B7,B7,B,Inv1,0,2483,10,248.3,10,2483
Inv1B7,B7,B,Inv1,1,3043,10,304.3,10,3043
Inv1B7,B7,B,Inv1,10,4387,9,487.44444444444446,9,4387
Inv1B7,B7,B,Inv1,11,4282,9,475.77777777777777,9,4282
Inv1B7,B7,B,Inv1,12,3761,8,470.125,8,3761
Inv1B7,B7,B,Inv1,13,3835,8,479.375,8,3835
Inv1B7,B7,B,Inv1,14,4398,8,549.75,8,4398
Inv1B7,B7,B,Inv1,2,3206,10,320.6,10,3206
Inv1B7,B7,B,Inv1,3,3144,10,314.4,10,3144
Inv1B7,B7,B,Inv1,4,3278,10,327.8,10,3278
Inv1B7,B7,B,Inv1,5,3545,10,354.5,10,3545
Inv1B7,B7,B,Inv1,6,3835,10,383.5,10,3835
Inv1B7,B7,B,Inv1,7,4244,10,424.4,10,4244
Inv1B7,B7,B,Inv1,8,4234,10,423.4,10,4234
Inv1B7,B7,B,Inv1,9,3903,9,433.6666666666667,9,3903
Inv1B8,B8,B,Inv1,0,2325,10,232.5,10,2325
Inv1B8,B8,B,Inv1,1,2859,10,285.9,10,2859
Inv1B8,B8,B,Inv1,10,4097,8,512.125,8,4097
Inv1B8,B8,B,Inv1,11,4461,8,557.625,8,4461
Inv1B8,B8,B,Inv1,12,4560,8,570,8,4560
Inv1B8,B8,B,Inv1,13,4764,8,595.5,8,4764
Inv1B8,B8,B,Inv1,14,4808,8,601,8,4808
Inv1B8,B8,B,Inv1,2,3254,10,325.4,10,3254
Inv1B8,B8,B,Inv1,3,3507,10,350.7,10,3507
Inv1B8,B8,B,Inv1,4,3692,10,369.2,10,3692
Inv1B8,B8,B,Inv1,5,3960,10,396,10,3960
Inv1B8,B8,B,Inv1,6,4076,10,407.6,10,4076
Inv1B8,B8,B,Inv1,7,4105,10,410.5,10,4105
Inv1B8,B8,B,Inv1,8,3792,9,421.3333333333333,9,3792
Inv1B8,B8,B,Inv1,9,3874,9,430.44444444444446,9,3874
Inv1B9,B9,B,Inv1,0,2397,10,239.7,10,2397
Inv1B9,B9,B,Inv1,1,2417,9,268.55555555555554,9,2417
Inv1B9,B9,B,Inv1,10,2516,6,419.3333333333333,6,2516
Inv1B9,B9,B,Inv1,11,2673,6,445.5,6,2673
Inv1B9,B9,B,Inv1,12,2795,6,465.8333333333333,6,2795
Inv1B9,B9,B,Inv1,13,3172,6,528.6666666666666,6,3172
Inv1B9,B9,B,Inv1,14,3281,6,546.8333333333334,6,3281
Inv1B9,B9,B,Inv1,2,2554,9,283.77777777777777,9,2554
Inv1B9,B9,B,Inv1,3,2616,9,290.6666666666667,9,2616
Inv1B9,B9,B,Inv1,4,2405,8,300.625,8,2405
Inv1B9,B9,B,Inv1,5,2509,8,313.625,8,2509
Inv1B9,B9,B,Inv1,6,2361,7,337.2857142857143,7,2361
Inv1B9,B9,B,Inv1,7,2394,7,342,7,2394
Inv1B9,B9,B,Inv1,8,2382,6,397,6,2382
Inv1B9,B9,B,Inv1,9,2528,6,421.3333333333333,6,2528
Inv1C1,B1,C,Inv1,0,2081,10,208.1,10,2081
Inv1C1,B1,C,Inv1,1,3129,10,312.9,10,3129
Inv1C1,B1,C,Inv1,10,4669,9,518.7777777777778,9,4669
Inv1C1,B1,C,Inv1,11,5052,9,561.3333333333334,9,5052
Inv1C1,B1,C,Inv1,12,4710,8,588.75,8,4710
Inv1C1,B1,C,Inv1,13,4746,8,593.25,8,4746
Inv1C1,B1,C,Inv1,14,4751,8,593.875,8,4751
Inv1C1,B1,C,Inv1,2,3504,10,350.4,10,3504
Inv1C1,B1,C,Inv1,3,3643,10,364.3,10,3643
Inv1C1,B1,C,Inv1,4,3809,10,380.9,10,3809
Inv1C1,B1,C,Inv1,5,3937,10,393.7,10,3937
Inv1C1,B1,C,Inv1,6,4013,10,401.3,10,4013
Inv1C1,B1,C,Inv1,7,4242,10,424.2,10,4242
Inv1C1,B1,C,Inv1,8,4667,9,518.5555555555555,9,4667
Inv1C1,B1,C,Inv1,9,4808,9,534.2222222222222,9,4808
Inv1C10,B10,C,Inv1,0,2341,10,234.1,10,2341
Inv1C10,B10,C,Inv1,1,2776,10,277.6,10,2776
Inv1C10,B10,C,Inv1,10,6091,10,609.1,10,6091
Inv1C10,B10,C,Inv1,11,6545,10,654.5,10,6545
Inv1C10,B10,C,Inv1,12,6899,10,689.9,10,6899
Inv1C10,B10,C,Inv1,13,6845,10,684.5,10,6845
Inv1C10,B10,C,Inv1,14,7477,10,747.7,10,7477
Inv1C10,B10,C,Inv1,2,3669,10,366.9,10,3669
Inv1C10,B10,C,Inv1,3,3839,10,383.9,10,3839
Inv1C10,B10,C,Inv1,4,3958,10,395.8,10,3958
Inv1C10,B10,C,Inv1,5,3978,10,397.8,10,3978
Inv1C10,B10,C,Inv1,6,4205,10,420.5,10,4205
Inv1C10,B10,C,Inv1,7,4435,10,443.5,10,4435
Inv1C10,B10,C,Inv1,8,4971,10,497.1,10,4971
Inv1C10,B10,C,Inv1,9,5661,10,566.1,10,5661
Inv1C2,B2,C,Inv1,0,2440,10,244,10,2440
Inv1C2,B2,C,Inv1,1,2744,10,274.4,10,2744
Inv1C2,B2,C,Inv1,10,4554,10,455.4,10,4554
Inv1C2,B2,C,Inv1,11,4982,10,498.2,10,4982
Inv1C2,B2,C,Inv1,12,5298,10,529.8,10,5298
Inv1C2,B2,C,Inv1,13,5788,10,578.8,10,5788
Inv1C2,B2,C,Inv1,14,5644,10,564.4,10,5644
Inv1C2,B2,C,Inv1,2,3070,10,307,10,3070
Inv1C2,B2,C,Inv1,3,3260,10,326,10,3260
Inv1C2,B2,C,Inv1,4,3413,10,341.3,10,3413
Inv1C2,B2,C,Inv1,5,3483,10,348.3,10,3483
Inv1C2,B2,C,Inv1,6,3615,10,361.5,10,3615
Inv1C2,B2,C,Inv1,7,3813,10,381.3,10,3813
Inv1C2,B2,C,Inv1,8,4096,10,409.6,10,4096
Inv1C2,B2,C,Inv1,9,4283,10,428.3,10,4283
Inv1C3,B3,C,Inv1,0,2460,10,246,10,2460
Inv1C3,B3,C,Inv1,1,2667,10,266.7,10,2667
Inv1C3,B3,C,Inv1,10,5313,10,531.3,10,5313
Inv1C3,B3,C,Inv1,11,5588,10,558.8,10,5588
Inv1C3,B3,C,Inv1,12,5823,10,582.3,10,5823
Inv1C3,B3,C,Inv1,13,5682,10,568.2,10,5682
Inv1C3,B3,C,Inv1,14,5903,10,590.3,10,5903
Inv1C3,B3,C,Inv1,2,3205,10,320.5,10,3205
Inv1C3,B3,C,Inv1,3,3334,10,333.4,10,3334
